APPROVED SYMBOL	ALIASES
VIMP	SELS, MGC2553, SBBI8, AD-015, SEPS1
MIR938	HSA-MIR-938
DDX11L15	
C20ORF145~WITHDRAWN	
MRPL54	
MIR101-1	HSA-MIR-101-1
BACH1-AS1	
GPRC6A	BA86F4.3
RN7SL146P	
CMD1G~WITHDRAWN	
RNU6-612P	
EOGT	AER61, FLJ33770
WDR24	DKFZP434F054, JFP7
ZBED3	MGC15435
PRKCB	
CENPE	KIF10, PPP1R61
RNF2P1	
DMBX1	PAXB
MTND1P6	
EIF4A2P1	
MIR3161	HSA-MIR-3161
AKU~WITHDRAWN	
HOX2@~WITHDRAWN	
THUMPD1	FLJ20274
RSBN1L	FLJ42526, FLJ45813, MGC71764
NAPB	SNAP-BETA, SNAPB
PRR16	DSC54
MIR4710	HSA-MIR-4710
FAM99A	FLJ42833
GXYLT1P1	
RNU6-1165P	
CHRAC1	CHRAC15, YCL1
C11ORF84	
E2F4P1	
MIR1273D	HSA-MIR-1273D
MIR5589	HSA-MIR-5589
GNB3	
IGHD2OR15-2A	IGHD2/OR15-2A, IGHD2OR152A
XKR7	DJ310O13.4
FAM96A	FLJ22875
SNORD117	U83
CPED1	FLJ21986
RN7SL496P	
C20ORF187	DJ727I10.1
POTEI	POTE2BETA
GJC1	CX45
RPL13A	L13A
GNG7	FLJ00058
DIRAS3	NOEY2
SUN2	
PPAP2B	PAP-2B, LPP3
AFAP1-AS1	MGC10981
CR2	CD21
IGHVIII-11-1	IGHV(III)-11-1
IGLL3P	16.1
GOLGA1	GOLGIN-97, MGC33154
ATP5AL2~WITHDRAWN	
MAGEA9B	
RNU6-1067P	
THOC7-AS1	
MSK21~WITHDRAWN	
DBF4	ASK, DBF4A, CHIF, ZDBF1
RPL31P42	
RNU6ATAC12P	
CYP8B1	CYP12
CUBN	IFCR, GP280
KIAA0586	TALPID3
SUPT3H	SPT3, SPT3L
OR10Q2P	
WBSCR2	WSCR2
CRCP	CGRP-RCP, RCP, RCP9
HOX4A~WITHDRAWN	
C3ORF56	FLJ40141
ZNF519	HST2362, FLJ36809
MIR4770	HSA-MIR-4770
RNU6-205P	
HNRNPA3P12	
CNOT2	CDC36, NOT2H
ADAMDEC1	M12.219
ARVD2~WITHDRAWN	
HEATR4	MGC48595
NCDN	NCDN-1, NCDN-2
RNA5SP515	
PRDM15	
RPL23AP46	
MACROD2	DJ631M13.5
POLQ	POLH
TBC1D26	MGC51025
SLC17A2	NPT3
ADPRM	MDS006
RNA5SP421	
TBC1D3P2	
CMTM7	FLJ30992
DUX4L9	
MIR548B	HSA-MIR-548B
DLG2-AS1	PSZA11Q14, SZ-1
RPS13P1	
RPL30P14	
DFNA15~WITHDRAWN	
VRNI	ADNIV
KRAG~WITHDRAWN	
OR6K4P	
YTHDF1	FLJ20391
LEPREL1	FLJ10718, MLAT4, P3H2
SH3BGR	21-GARP
GRAMD4P4	
OK~WITHDRAWN	
TACR3	NK3R
SLC7A14	KIAA1613
PSPHP1	CO9
BPAG2~WITHDRAWN	
GCA	GCL
SRIP3	
TERF1P4	
RNU6-181P	
EXOC3L1	FLJ35539, FLJ35587
CHRNB2	
ANGPTL1	ANG3, ANGY, ARP1
TDRD15	
RPL29P6	
FTLP11	
SEPHS1P7	
DRAXIN	FLJ34999, DRAXIN, NEUCRIN
RPL36P14	
PMPS	
RPS2P48	
APPBP2	KIAA0228, HS.84084, PAT1
ATHL1	FLJ22635
RPL36AP33	
ZFYVE9P1	
IGKJ@~WITHDRAWN	
CXCL13	BLC, BCA-1, BLR1L, ANGIE, ANGIE2
RPL12P25	
CLG4A~WITHDRAWN	
TRBV12-2	TRBV122, TCRBV12S2, TCRBV8S5P
COQ2	CL640, FLJ26072
GIMAP2	DKFZP586D0824, HIMAP2, IMAP2
NPVF	RFRP
SCAND2P	
CXCL14	BRAK, NJAC, BOLEKINE, KEC, MIP-2G, BMAC, KS1
HOX4B~WITHDRAWN	
PHF2	KIAA0662, JHDM1E, CENP-35
NCMAP	FLJ42528, MP11
MSK25~WITHDRAWN	
TEX28	FTEX
MPDZ	MUPP1
RPS4XP3	DJ843L14.2
RPL7P13	
TTTY16	NCRNA00139
C17ORF62	MGC4368, FLJ90469
MAPE~WITHDRAWN	
TRBV5-1	TRBV51, TCRBV5S1, TCRBV5S1A1T
RNU6-901P	
KRT18P49	
MAGE5~WITHDRAWN	
GMIP	ARHGAP46
LBP	BPIFD2
RN7SL851P	
KIAA1586	
DFNB8~WITHDRAWN	
FASTKD1	FLJ21901
ZNF697	MGC45731
H2AFZP4	
TSHRL1	
XIAP-AS1	
MXRA6~WITHDRAWN	
VWFP1	
MYSM1	KIAA1915
AGBL1	FLJ32310
RN7SL353P	
LINC00293	BEYLA
PFKFB4	
ILF3L~WITHDRAWN	
RNU7-154P	
PLSCR3	
PAQR6	FLJ22672
IGHG1	
GTF2H2B	DKFZP686M0199
TRIB2	TRB2, GS3955
SNORD114-26	14Q(II-26)
SMAD6	HST17432
ITM2A	BRICD2A, E25A
SET	PHAPII, 2PP2A, IPP2A2
GSTM2P1	
SOX5P	SOX29
RNU6-1177P	
LINC00893	
ZNF586	FLJ20070
SGLT1~WITHDRAWN	
SLC27A2	FATP2, HFACVL1, VLACS, VLCS, HST17226, ACSVL1
ETAA1	ETAA16
OR4H9P~WITHDRAWN	
RAB23	
RNU7-106P	
APITD1	CENPS, CENP-S, MHF1, FAAP16
KITLG	SCF, SF, KITL, KL-1, FPH2
RNU6-13P	
ATP1B1	
NEB	NEB177D
DYRK1AIP2	
IL10	CSIF, TGIF, IL10A, IL-10
OR7E34P~WITHDRAWN	
NACC1	NAC1, NAC-1, BEND8, BTBD30
RBFA	FLJ21172, HST169
RTP3	LTM1
RNU6-1011P	
RPL6P10	
RNU11-3P	
SBSPON	RPESP
MIR4636	HSA-MIR-4636
NUTF2P2	
OR5G4P	
FUT9	FUC-TIX
PPP1R12BP2	
MYPOP	P42POP
DSG2	CDHF5
SENP2	SMT3IP2, KIAA1331, DKFZP762A2316, AXAM2
RNU6-714P	
OSTCP6	
SNORD114-14	14Q(II-14)
TPS1~WITHDRAWN	
PARK8~WITHDRAWN	
PTPN2P2	
RECQL4	RECQ4
RESP18	
MIR4652	HSA-MIR-4652
MSNP1	
TM9SF2	P76
P4HB	PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4HBETA
RN7SL159P	
OR2A14	OST182
ATP5CL2~WITHDRAWN	
MYCN	BHLHE37, N-MYC, MYCNOT
DUSP2	PAC-1
AHCYP3	
OR1N3~WITHDRAWN	
PPRC1	PRC, KIAA0595, MGC74642
MIR887	HSA-MIR-887
MSL1	HMSL1, MSL-1, DKFZP686P24239
EXT1	TTV
ASXL3	
CASC2	
PLXNB2	MM1, KIAA0315, PLEXB2
ZNF449	ZSCAN19, FLJ23614
RNU4-92P	
ZNF518B	KIAA1729
MTND5P12	
MIR4634	HSA-MIR-4634
ZNF688	
RPL29P3	
LINC00371	
ZNF49~WITHDRAWN	
AHCY	SAHH
MRPL42P4	
ZNF299P	
RBM12B-AS2~WITHDRAWN	
PRELID1P4	
RN7SL344P	
RN7SKP286	
PPIL3	CYPJ
FER1L4	BA563A22B.1, DJ309K20.1
ZSWIM8	4832404P21RIK
COMMD1	MURR1, MGC27155
RPL7L1P4	
PCDHGC3	PC-43, PC43, PCDH-GAMMA-C3
IKZF1	HIK-1, LYF-1, HS.54452, IKAROS
C11ORF47~WITHDRAWN	
CSF3R	GCSFR
RPSAP39	
LRPPRC	GP130, LRP130
TCEAL8	MGC45400
CCT8P1	
HRH2	
WDR93	
KRTAP3-4P	KAP3A
FAM120AOS	
SAAL1	FLJ41463
MIR5000	HSA-MIR-5000
IGLV3-15	
SCA22	
EFR3A	KIAA0143
FTH1P10	
MYLPF	MRLC2, HUMMLC2B, MYL11
SEC63P2	
PEX5L-AS2	
TNFSF13	APRIL, CD256
SLC8B1	FLJ22233, NCKX6, NCLX
ZNF55~WITHDRAWN	
ARGLU1	FLJ10154
PLEKHJ1	FLJ10297
SDHDP3	
ABHD3	LABH3
GPR116	DKFZP564O1923, KIAA0758
OR6U2P	
MAPK6PS1	ERK3PS1
GPR132	G2A
SLURP1	ARS, ANUP, MDM, ARSB, LY6LS
OR5AK1P	
HMGN2P38	
ARL13A	
LRRC49	FLJ20156
ZNF734P	
PHBP9	
SNAI3-AS1	MGC23284
RHOC	RHOC
RNA5SP386	
RNU2-45P	
IGHV4-80	
BTN2A2	BTF2, BT2.2
CCNYL1	FLJ40432
RNU5D-1	U5DS, U5DL
OR4A14P	
NGEF	ARHGEF27
USP42	FLJ12697
RN7SL391P	
KLHL5	
OR2A2	OST008
MS4A3	HTM4
IGKJ3	
ZNF385B	FLJ25270
KCNMB3P1	KCNMB3L1
KRT8P20	
RNU6-1218P	
C1ORF50	MGC955
RPS20P3	
DNAJC2	MPP11, MPHOSPH11, ZUO1, ZUOTIN
RN7SL835P	
C12ORF63~WITHDRAWN	
TRESMCR	
ZNF346	JAZ, ZFP346
TRNAI8	
CSNK1G3	
DR1	NC2, NC2-BETA
MIR764	HSA-MIR-764
C7ORF65	FLJ44108
CFNS~WITHDRAWN	
GPATCH2L	FLJ20689, FLJ10033
RNU2-47P	
RNU4-22P	
LIPB	
HBG2	
AACSP1	
ENPP7P7	
RNU6-754P	
RPL36AP43	
MTAPP1	
FTH2~WITHDRAWN	
GJAL~WITHDRAWN	
RPS15AP8	
POM121L7	
RNU6-115P	
FAM20B	KIAA0475, GXK1
SRK~WITHDRAWN	
TXNRD3	TR2, TRXR3, TGR
MIR4769	HSA-MIR-4769
OR2V2	OST713
DSC4~WITHDRAWN	
HECTD1	KIAA1131
ABHD17AP1	C1ORF47
CYP2C115P	CYP2C9-DE1B
ZNF112	
YY2	ZNF631
RNU6-295P	
PEG3-AS1	APEG3, NCRNA00155
RBL2	RB2, P130
HCCAT5	HTA, FJ222407
MSK10	
MIR1207	HSA-MIR-1207
KRT23	K23, DKFZP434G032, HAIK1, CK23, MGC26158
ARL2BPP3	
C21ORF72~WITHDRAWN	
LINC00379	
SLITRK6	FLJ22774
TRNAN8	
RNU6-244P	
OR10Z1	
MVD	MPD
RNU1-131P	
TTC9C	MGC29649
RPL21P127	
RBP7	CRBPIV
TNS4	CTEN
MYO9A	FLJ11061, FLJ13244, MGC71859
AZIN1	OAZI, ODC1L
AMFR	RNF45, GP78
OR7D3P~WITHDRAWN	
HDHD1P1	
PUS7L	DKFZP434G1415
ARHGEF10L	FLJ10521, KIAA1626
OR11J5P	
RPL30P15	
NRBP2	DKFZP434P086
OR7G15P	
ENPP6	MGC33971
SEL1L	IBD2, SEL1L1
OR1L7~WITHDRAWN	
GPR110	HGPCR36, PGR19
TNFRSF6B	DCR3, DCR3, TR6, M68
TDD	
XRCC6BP2~WITHDRAWN	
OSTCP7	
RNU6-458P	
OR8B4	
HMAA~WITHDRAWN	
MRPS33P4	
PPP1R13L	RAI, IASPP
NAP1L4P1	
TSGA10IP	FLJ32880, FAM161C
CCDC7	FLJ32762
FRA5B	
GPATCH4	FLJ20249, DKFZP434F1735
PTGR1	ZADH3
PTP4A~WITHDRAWN	
PNPT1P2	
SMG1P1	
CSD1~WITHDRAWN	
GRTP1	FLJ22474, TBC1D6
USP17L22	
CD83	HB15, BL11
C7ORF72	
MRPS18BP1	
RPL32P10	
SYB2~WITHDRAWN	
ERVE-3	
GPR68	OGR1
OOEP	EM:AC019205.2, KHDC2
CCDC50	YMER
VPS51	ANG2, ANG3, FFR
RNA5SP481	
BOLA2	MY016, BOLA2A
RCC2P4	
GNB1L	GY2, WDR14
USP9YP36	
GTF2H3	BTF2, TFIIH, P34
TRNAW3	
NOMO3	
REREP3	
ACAD9	NPD002, MGC14452
CDRT2	
LRIF1	RIF1, FLJ11269
FRA11A	
WISP3	CCN6
C9ORF141	
TRNAN21	
PBRM1	BAF180, PB1
EEF1B2P4	
PWAR6	HBT8
KIF28P	
CLUHP2	KIAA0664L2
IGLV7-46	
CLDN10	OSP-L, CPETRL3
SLC22A1	OCT1
RNF14	ARA54, HFB30, TRIAD2
C1ORF21	PIG13
KRT77	
RPL7P47	
ACYP2	
KRCC1	FLJ22333
GADD45G	DDIT2, GADD45GAMMA, GRP17, CR6
NPM1P12	
USP9YP24	
GSG1	MGC3146
SYN3	
GLO1	GLOD1
RPS26P14	
RNU6-350P	
AHSA2	DKFZP564C236, HCH1
GTSCR1	
MTND4P32	
LRE3~WITHDRAWN	
GTF2IRD1	MUSTRD1, RBAP2, GTF3, WBSCR12, BEN, CREAM1
DPPA5	ESG1
CD28	
OAP	
DUX4L2	
LONRF2	FLJ45273, RNF192
RNU6-1100P	
SCA14~WITHDRAWN	
RNY5P10	
ENSAP2	
NOL7	NOP27, RARG-1, DJ223E5.2
ESAM	W117M
ADIPOR2	PAQR2, ACDCR2
VN1R39P	
PSMB3P2	
OR6U1P~WITHDRAWN	
AKAP11-IT1~WITHDRAWN	
PLCB2-AS1	
KCNA3	KV1.3, MK3, HLK3, HPCN3
RNA5SP444	
LINC01023	
ASPHD2	FLJ39838
RPL21P131	
PAICSP1	
RNA5SP351	
PRKRIRP5	
ZNF240~WITHDRAWN	
DFNA25~WITHDRAWN	
RPLP2P1	DJ408B20.3
NME9	TXL-2, NM23-H9
ACSS3	FLJ21963
MICALL1	MIRAB13, KIAA1668, MICAL-L1
RPS3AP52	
OR2H4P	OR6-3, OR2H4, HS6M1-7, DJ80I19.6
PLK1	
IGHM	
PLAC1L	FLJ36198, OOSP2
GZMAP1	
GPC5-AS2	
NECAB2	
TSTD1	KAT
LARP1	LARP, KIAA0731, MGC19556
ZNF559	MGC13105
OR3A3	OR17-201, OR17-137, OR17-16
RN7SKP226	
MAP4K5	KHS1, GCKR, KHS
MTND2P8	
KRTAP12-4	KRTAP12.4
DNAJA1P4	
LINC00671	
HVCN1	MGC15619, HV1, VSOP
RN7SL861P	
SERTAD4-AS1	
CHEK2	CDS1, CHK2, HUCDS1, PP1425, BA444G7
LINC00477	FLJ32894, FAM191B
SNAR-G2	
RPS6P15	
GIT1	
RNU6-1133P	
RN7SL783P	
LRP1B	LRP-DIT, LRPDIT
BDNF	
RBAK	ZNF769
G6PR	GSD1ASP
USP10P1	
MRPL14	RPML32, MRP-L32
APOA1BP	AIBP, MGC119143, MGC119144, MGC119145, YJEFN1
CBFB	PEBP2B
NAV2-IT1	
NET1	ARHGEF8, NET1A
SPATS2	SPATA10, SCR59, FLJ13117
EFHD1	FLJ13612
CCDC65	NYD-SP28, FLJ35732
TRNAL30	
DEFB103A	HBD-3, HBP-3, HBD3, HBP3, DEFB-3
IMPDH1P11	
OCD1	
PRDM7	ZNF910
LST1	LST-1, B144, D6S49E
PRSS54	FLJ25339, KLKBL4, CT67
EZH2	EZH1, ENX-1, KMT6, KMT6A
MAN1A1	
MIR3614	HSA-MIR-3614
NLGN1	KIAA1070
KRT3	CK3, K3
MGC1	
M7V1~WITHDRAWN	
FMO3	
BCNG2~WITHDRAWN	
CDC27P2	
FBLN7	FLJ37440, TM14
NDUFB8P1	
PXMP1~WITHDRAWN	
CES1P2	
CARD14	CARMA2, BIMP2
H4F2~WITHDRAWN	
CCT	
CALM1	CAMI, PHKD, DD132
COL9A2	MED
ZNF66	FLJ16537
MIPEPP3	
SRPR	SRP-ALPHA, SRALPHA
OR56B2P	
LEPROTL1	MY047, VPS55
SLC22A31	
YPEL4	FLJ30213
TRAJ26	
CT60	LOC348120
CDH12P3	
STX16-NPEPL1	
C9ORF66	FLJ31158
C1ORF227	LOC149643
LGR4	
FOLR2L~WITHDRAWN	
TUBBP6	
MIR548AX	HSA-MIR-548AX
RN7SL576P	
CLEC12A	CLL-1, MICL
RNU6-928P	
MOSPD3	CDS3, NET30
HSPD1P12	HSPD1-10P
OR6C65	
GYLTL1B	PP5656, FLJ35207, LARGE2
PRSS44	TESSP4
RBMY2WP	
LINC00367	TCONS_L2_00007488
AGMX2	
KIRREL3-AS3	FLJ40224
RN7SL296P	
PRKXP2	
OR5M3	
SNORA9	ACA9
PIGR	
RPL9P19	
TMEM42	MGC29956
RN7SL166P	
RNA5SP225	
MAFB	
MIR1537	HSA-MIR-1537
OR5AZ1P	
SH3D1A~WITHDRAWN	
EPD1~WITHDRAWN	
KIAA0247	
SRRD	HC/HCC, SRR1L
RPL27P10	
TRNAI29P	
TRAV15	TCRAV15S1
RPS6KL1	MGC11287
RNU6-210P	
WDR92	FLJ31741, MONAD
DAZLA~WITHDRAWN	
C5ORF38	CEI, IRX2NB
MEGF9	
CTBP2P7	
TRIM11	RNF92, BIA1
MIR5194	HSA-MIR-5194
TEN1	FLJ39785
RN7SL376P	
CASP1P1	
TRNAV34P	
ITPR1-AS1	
PFIC1~WITHDRAWN	
FGFR3P1	D84394.2
RNU6-705P	
ST13P17	
RNA5SP392	
OR2T9~WITHDRAWN	
C15ORF38	MGC61550
RNU2-27P	
LINC00863	
C19ORF73	FLJ10490
NAPA-AS1	
APCDD1L-AS1	
RPL21P97	
RNU6-1314P	
SNRNP25	
CDH23	CDHR23
NKX2-6	CSX2, NKX4-2
DNAJC27-AS1	
RNU6-1070P	
OR10AB1P	
RNU7-32P	U7.32
RN7SL625P	
CLEC14A	
ZNF549	FLJ34917
PCGF2	MEL-18
TAF9BP2	
ZNF732	FLJ59067
ASS1P3	
RNU6-356P	
RNU6-230P	
RNU3P4	U3, U3.6
SLC30A10	DKFZP547M236, ZNT-10, ZRC1, ZNT8
RPSAP1	DJ1193N1.1
ING3	P47ING3, FLJ20089, EAF4, MEAF4
KCNH5	KV10.2, H-EAG2, EAG2
GPR3	ACCA
SUPV3L1	SUV3
RNU6-568P	
EEF1A1P24	
HELZ2	PDIP1, PRIC285, KIAA1769
TRNAR25	
RNA5SP362	
TMEM37	PR1, PR
FAM26F	RP1-93H18.5, OTTHUMP00000017061, OTTHUMP00000017062, DJ93H18.5
RNA5SP186	
TMEM14A	PTD011, C6ORF73
RNU7-66P	U7.66
OR51C2P~WITHDRAWN	
RNA5SP276	
TRAPPC2P1	SEDLP1
MIR4709	HSA-MIR-4709
FAM127B	DKFZP564B147, MAR8A, CXX1B
IQCH	FLJ12476
TCEB1P6	
MIRN321~WITHDRAWN	
AKR1C4	DD4, HAKRA, C11, 3-ALPHA-HSD, CDR, MGC22581
IQCF1	MGC39725
RCC1	
CLTC-IT1~WITHDRAWN	
HLA-DQB1	IDDM1, CELIAC1
TUBGCP5	GCP5, KIAA1899
OR2AI1P	
GGTLC5P	
SOCS2	STATI2, SSI2, SOCS-2, SSI-2, CIS2, CISH2
ZNF780A	ZNF780
KRTAP4-6	KAP4.6, KAP4.15
ADK	AK
RPS4XP6	
ACACB	HACC275, ACC2, ACCB
PPIL6	BA425D10.6, MGC41939, DJ919F19.1, RSPH12
HIST1H2BM	H2B/E, DJ160A22.3
RNU6-654P	
NONOP2	
MTND6P15	
RPL21P104	
OR6Y1	
ZC3H7A	HSPC055, FLJ20318
MYHK	
PRRG1	PRGP1
NDUFS5P1	
MIR4502	HSA-MIR-4502
BBS7	FLJ10715, BBS2L1
ANXA2P2	
SP9	ZNF990
JDP2	JUNDM2
RPS15AP21	
RPS26P5	
RAB40A	RAR2A, RAR-2
AS3MT	CYT19
TIFA	MGC20791, T2BP, T6BP, TIFAA
BOLA3	
RPL23AP42	
EMWX	
KLF2	LKLF
RPEP1	
NEIL1	FLJ22402, HFPG1, NEI1, FPG1
C6ORF183	BA487F23.3
RPS15AP7	
ATP8A1	ATPIA
MIR2116	HSA-MIR-2116
MIR548AG1	HSA-MIR-548AG-1
RPL10AP10	
SRGNP1	
SHC3	N-SHC, NSHC, SHCC
ETF1P2	
RPL13AP20	
KCTD5	FLJ20040
RN7SKP25	
EEF1GP1	
RPL8P1	RPL2P, DJ15D7.1
TRAC	
OR5D7P~WITHDRAWN	
NPAS2	MOP4, PASD4, BHLHE9
MIR210HG	
PTP4A1P4	
TAS2R20	T2R20, T2R56
HOXA10	
SLEV1	VAMAS1
RN7SL272P	
TNP1	
FAM106B	
B4GALT7	XGALT-1, BETA4GAL-T7
HSST~WITHDRAWN	
EXOC1	SEC3, FLJ10893, BM-102, SEC3P
ARC	KIAA0278, ARG3.1
DDX11L4	
RN7SKP248	
IPCEF1	PIP3-E, KIAA0403
OR51E2	PSGR
WD~WITHDRAWN	
KRTAP19P4~WITHDRAWN	
ZCCHC17	PS1D, HSPC251, PNO40
OR52D1	
MYO1G	HA-2
CCL17	TARC, ABCD-2
TXNDC9	APACD
COMMD5	HT002, FLJ13008, HCARG
RNU6-564P	
RFPL3	
PABPC1L2B	
CGB5	HCG
KRT8P13	
MIR519A1	HSA-MIR-519A-1
C8ORF12	
ITPKB	IP3KB, IP3-3KB
TCL4	
RNU6-303P	
CASS4	HEFL, HEPL
RNU7-187P	
RPL5P13	
CYP1B1-AS1	MGC34824
SYCN	SYL, FLJ27441
CKS1BP2	BA192N10.2
RPS26P42	
MT-TL2	TRNL2
AES	GRG5, TLE5
RNU6-472P	
FAM90A17P	
UGT2B29P	
SNAR-A11	SNAR-A55323591
HYAL1	LUCA1, HYAL-1, FUS2, NAT6
RNU6-1121P	
IGHVIII-38-1	IGHV(III)-38-1
GAPDHP44	
DFNA3~WITHDRAWN	
RPP14	P14
TMEM126B	HT007
PFAS	PURL, FGARAT, KIAA0361
RNU6-770P	
EFCC1	FLJ12057
RNU6-7	U6-7
USP8	HUMORF8, KIAA0055, UBPY
TXNDC12	TLP19, ERP18, ERP19, HAG-1, AGR1, PDIA16
RPS26P18	
RPS20P25	
PTH	PTH1
AMOT	KIAA1071
AOP1~WITHDRAWN	
ELOF1	MGC4549, ELF1
TCF6L2~WITHDRAWN	
FUCA1	
MPPE1	
CREB3L1	OASIS
VN1R52P	
CXORF64	
LDLRAP1	ARH, ARH2, FHCB1, FHCB2, MGC34705, DKFZP586D0624
IGHVII-30-1	IGHV(II)-30-1
TRIM22	STAF50, GPSTAF50, RNF94
ANKRD30B	NY-BR-1.1
PABPC4	IPABP, APP-1
PYCARD	TMS-1, CARD5, ASC
ASZ1	ORF3, GASZ, ALP1, CT1.19
RPGRIP1L	KIAA1005, CORS3, JBTS7, MKS5, NPHP8, FTM
HIST1H1PS1	DJ34B20.16, FLJ39701, H1F6P
C20ORF113~WITHDRAWN	
RPS27P14	
OR2S2	
TRNAR32P	
RNU2-5P	U2, U2.7
FAM202B~WITHDRAWN	
STRCP1	
MYH10	NMMHCB
PSMC6P2	
COL21A1	
PALM2-AKAP2	
RPL23P1~WITHDRAWN	
CAP1P2	
SNORA72	U72
DHX37	KIAA1517, MGC4322, MGC2695
TSKS	TSSKS
BTG4	PC3B
MUC7	FLJ27047, MG2
EXOC3L2	FLJ36147, XTP7
NOXA1	NY-CO-31, FLJ25475
P2RX3	P2X3
RPS15P4	
HMGB1P43	
C8ORF5~WITHDRAWN	
GCNT2	IGNT, NAGCT1, BA421M1.1, BA360O19.2, ULG3
TRIM53BP	
RPS15AP9	
ZNF106	ZNF474, SH3BP3
MIR604	HSA-MIR-604
CROT	COT
CCDC12	MGC23918
ADGB	FLJ23121, DJ408K24.1
ANKRD32	DKFZP761C121, DKFZP564C0469
SPG13~WITHDRAWN	
RPS2P22	
EGFLAM-AS2	
MYADML	
SNORD115-3	HBII-52-3
ARNTL2	BMAL2, MOP9, CLIF, PASD9, BHLHE6
RNU6-681P	
TSEN34	SEN34, SEN34L
RNU6-954P	
FRA8D	
CRIP1P2	
RNA5SP463	
VGLL2	
RNU7-174P	
GART	
MEF~WITHDRAWN	
EVR2~WITHDRAWN	
FKBP1B	OTK4, FKBP12.6, PPIASE, FKBP9
RNA5SP302	
AUTS1	
TRAV25	TCRAV25S1, TCRAV32S1
RNU6-487P	
WDFY3	KIAA0993, ALFY, ZFYVE25
NLRC5	NOD27, CLR16.1, FLJ21709
KLK2	
RNA5SP209	
ZNF570	FLJ30791
RN7SL540P	
PITPNB	VIB1B
MIR190B	HSA-MIR-190B
TGFB1I1	HIC-5, TSC-5, ARA55, HIC-5
ARL14EP	FLJ38968, ARF7EP
PRR23A	
C16ORF80	GTL3, FSAP23
SULT~WITHDRAWN	
GVINP1	VLIG-1, FLJ13373, VLIG1
TCD~WITHDRAWN	
RPL39P3	EM:AC019205.3
UBR1	
MRPL32P1	
HOXC-AS5	
FAM47E	FLJ42946, LOC100129583
MTND4P28	
MTND1P4	
TAS2R63P	
CHID1	MGC3234, FLJ42707
ADIR~WITHDRAWN	
BABAM1	FLJ20571, HSPC142, NBA1, MERIT40
LAMTOR3P2	
TFDP1P	
MYADM	
EEF1A1P16	
RTN3	NSPL2, NSPLII, ASYIP, HAP, RTN3-A1
RNU6-427P	
MIR492	HSA-MIR-492
ORC3	IMAGE50150, LATHEO
IKBKAP	IKAP, TOT1, ELP1, IKI3
RNU6-897P	
TRAJ18	
RPL17P22	
RPL32P7	
RN7SL383P	
FAM66C	
HOXC13	
HAUS6P1	
ADRBK1	GRK2, BARK1
LINC00229	DJ474I12.C22.2
KIAA0368	FLJ22036, ECM29
PER~WITHDRAWN	
YIPF1	DJ167A19.1, FINGER1
RN7SKP222	
LINC01010	
BTNL2	HSBLMHC1, BTL-II
SRSF9	SRP30C
OVCH2	OVTN
IGHV1-24	
MIR577	HSA-MIR-577
MIR516B1	HSA-MIR-516-4, HSA-MIR-516B-1
SMCR5	NCRNA00034
MIRLET7BHG	
ROPN1	ODF6, ROPPORIN, ROPN1A, CT91
CYP2DL1~WITHDRAWN	
TMEM134	FLJ21749
CD39~WITHDRAWN	
RPL7AP16	
DNAHL1~WITHDRAWN	
PRKM8IP~WITHDRAWN	
KIAA1430	DKFZP434F1728
MIR4525	HSA-MIR-4525
OR7E145P	
IGKV2D-28	
RN7SL136P	
RBMY2FP	MGC26641
COL4A5	
GPN1	NTPBP, MBDIN, ATPBD1A, RPAP4
FLNA	ABP-280
RGS14	
C6ORF98~WITHDRAWN	
MIR4655	HSA-MIR-4655
PRKD1	PKCM, PKD, PKC-MU
IGB~WITHDRAWN	
MRPL48	CGI-118
RPL7AP46	
RNA5SP501	
RNU6-1086P	
RPL21P14	HST16795
RNU1E2~WITHDRAWN	
TRNAR34P	
LMO7	FBX20, KIAA0858
GAPDHP42	
NOX1	NOH1, NOH-1, MOX1, GP91-2
FUNDC2P2	
ARRB2	BARR2, DKFZP686L0365
IGHVIII-67-3	IGHV(III)-67-3
SCIN	ADSEVERIN, KIAA1905
FAM8A9P	
ZNF436	KIAA1710, ZFP46
PCA3	DD3, NCRNA00019, PCAT3
RN7SL241P	
MTND2P24	
ENSAP1	DJ822J19.1
LYST2~WITHDRAWN	
TMEM9B-AS1	
RPGR	CORDX1
MTND2P14	
RNA5SP163	
UTP20	DRIM
TAS2R48~WITHDRAWN	
SNX5	
FBXO6	FBX6, FBG2, FBS2, FBX6B
PRSS22	HBSSP-4, BSSP-4, SP001LA
PPIE	CYP-33, MGC3736, MGC111222
FBXW11	KIAA0696, FBW1B, BTRCP2, BTRC2, HOS, FBW11
IL23R	IL-23R
TBXA2R	
SUMO2P7	
ATF7IP	FLJ10688, P621
H2BFWT	
GPR56	TM7LN4, TM7XN1
DYX3	
PAWR	PAR-4, PAR4
ZCCHC23	FLJ45231
SLC30A7	ZNTL2, ZNT7
CPXCR1	CT77
C14ORF136~WITHDRAWN	
SCAF11	SIP1, SRRP129, CASP11
ACBD3	GCP60, PAP7
RNU6-875P	
VPS26AP1	
DUXAP7	
BCYRN1P2	BC200G
DHODH	
RBM3	IS1-RNPL
RPS26P30	
PAXIP1-AS2	
RPL30	L30
OR2M3	OST003
RPL13P	BBC1P, DJ111M5.1
POLR2E	RPB5, RPABC1, XAP4, HRPB25, HSRPB5
RIOK3	
C1ORF87	MGC34837
MTND5P23	
CNPY3	CAG4A
